Product,Review Text,Review Date,source,features,like_count
Ford F-150 Lightning,I will never buy an EV.,2024-02-05T01:32:14Z,YouTube,none,0
Ford F-150 Lightning,The lightning is over priced crap.<br>No video watched necessary.,2024-02-04T21:40:51Z,YouTube,none,0
Ford F-150 Lightning,"It would be cool if they would get to having additional batteries you could add to the front or somewhere for when you wanted to pull a trailer so that you would have extra range. But, would that really be possible? Just a thought.  But, I love this truck.",2024-01-30T02:09:06Z,YouTube,range,0
Ford F-150 Lightning,"We&#39;ll be starting an overlanding build on our 2023 in a month or two. It will get lifted 3&quot;. We&#39;ve already built an off grid charging system for it with 3.6kw of solar panels and, currently, 10kW of battery backup. It can add about 20-30 miles per day to it currently, but we think, probably 40ish, march - October. We&#39;ll likely add another 10 kW of batteries to it in march. All of this will be movable into an overlanding trailer, with 3kW of flexible(light) solar panels, in 3 x 1kW, 50lb foldout systems. That&#39;s the idea, at least.",2024-01-05T20:13:11Z,YouTube,"range, battery, build_quality",0
Ford F-150 Lightning,&quot;You can put ice cubes in here&quot;<br><br>- puts square pictures of Ice Cube,2024-01-03T00:46:15Z,YouTube,none,0
Ford F-150 Lightning,why did james get thrown under the truck 😭😂😂😂,2023-12-22T04:26:01Z,YouTube,none,0
Ford F-150 Lightning,"It seems like all towing review are over the road, where it&#39;s weak. <br>I would love to see a towing review for guys like me who pull a 7,000 pound carpentry trailer less than 30 miles a day in traffic. <br>It seems like the power would be more instant than my diesel, and turning the brake controler down so the regen braking could offset some of the towing losses would have interesting results.",2023-12-10T15:03:04Z,YouTube,"range, performance",0
Ford F-150 Lightning,U COULD BUY NICELY EQUIPPED RAMS FOR HIM AND HER FOR THE PRICE.  THANKS FOR NOTICING THE RAM REFINEMENT AND RIDE QUALITY.  CANT WAIT GOR NEW RAM TO LEAPFROG FORD AS IN 2019,2023-12-05T15:43:47Z,YouTube,"price, build_quality",0
Ford F-150 Lightning,I don&#39;t understand the fixation on range drastically decreasing while towing.....like gas vehicles don&#39;t lose 50 to 70% ish of their range when towing too,2023-11-30T19:02:03Z,YouTube,"range, performance",0
Ford F-150 Lightning,Owners are losing their shirts on this truck.  Huge depreciation losses.  Poor app. Poor charging options.,2023-11-20T00:51:24Z,YouTube,battery,0
Ford F-150 Lightning,Which contractor buy this money pit,2023-11-19T15:48:58Z,YouTube,none,0
Ford F-150 Lightning,I laugh how all the car manufacturers got conned by the USA government. Except Toyota,2023-11-19T15:45:56Z,YouTube,none,0
Ford F-150 Lightning,I don’t want a sedan in my pick up,2023-11-19T15:42:29Z,YouTube,none,0
Ford F-150 Lightning,"this thing is so dumb, a electric pick up truck? stupid.",2023-11-12T17:28:04Z,YouTube,none,0
Ford F-150 Lightning,"The best thing you guys forgot to mention is that since it’s the same body of a normal f150, you can just buy the same mods and parts. i can search for any f150 bumper, lift kits, etc. and just add them on. And even better is the back is the same so my backracks and roof racks all fit. Makes buying cheap things from kijiji easy bc i know they’ll fit.",2023-11-03T06:24:09Z,YouTube,none,0
Ford F-150 Lightning,That is the gayes garbage ive ever seen,2023-10-28T03:48:52Z,YouTube,none,0
Ford F-150 Lightning,It was so funny when james said what bullies are you working with. Clearly never worked a real labour job😂,2023-10-21T19:05:15Z,YouTube,none,0
Ford F-150 Lightning,Battery car is like a bomb.,2023-10-13T00:04:57Z,YouTube,battery,1
Ford F-150 Lightning,Do not buy electric car. Very very dangerous ....,2023-10-13T00:04:20Z,YouTube,none,1
Ford F-150 Lightning,A gasoline car can go from CT to OH with the AC on in 12 hours. Can an electric car do that?,2023-09-20T11:46:28Z,YouTube,none,0
Ford F-150 Lightning,Listening to car guys talk about trucks is so cringe. I love the car reviews. But the truck reviews are so uninspired,2023-09-13T19:16:06Z,YouTube,none,0
Ford F-150 Lightning,aint no way he dissing James&#39; bench press 😭,2023-09-03T15:39:30Z,YouTube,none,0
Ford F-150 Lightning,I just wish the grille wasn&#39;t so fucking ugly,2023-09-03T04:06:33Z,YouTube,none,0
Ford F-150 Lightning,ICE CUBES.... 😂😂😂,2023-08-23T22:13:02Z,YouTube,none,0
Ford F-150 Lightning,Try driving this thing on a road trip and the charging experience will be a nightmare.,2023-08-20T13:25:44Z,YouTube,battery,1
Ford F-150 Lightning,NOT!!! Never. Ever.,2023-08-17T02:00:28Z,YouTube,none,1
Ford F-150 Lightning,too many headaches for this Ford Truck.,2023-08-15T00:03:29Z,YouTube,none,1
Ford F-150 Lightning,The best part about the lightning is it serves as a great campfire that wont go out after the batteries have thermal runaway,2023-08-14T22:59:44Z,YouTube,none,1
Ford F-150 Lightning,That ice cube moment was gold 😂,2023-08-13T18:47:48Z,YouTube,none,1
Ford F-150 Lightning,"While towing range is every EV’s Achilles’ heel, the vast majority of pickup truck drivers never tow at all, me included.",2023-08-10T13:18:05Z,YouTube,"range, performance",1
Ford F-150 Lightning,100k could buy a tremor package powerstroke… or this. No thanks.,2023-08-10T01:19:18Z,YouTube,none,0
Ford F-150 Lightning,Drove one of these at work. Had the exact same moment looking for the Mario kart and Whoopie cushion lmao,2023-08-10T01:17:30Z,YouTube,none,0
Ford F-150 Lightning,Haha EV mustang exactly like the other one 😂🤮 <br>Great video,2023-08-09T10:29:44Z,YouTube,none,0
Ford F-150 Lightning,"I would love to have an F-150 Lightning, but until the price comes down, and the charging infrastructure improves and the Ford charging app. improves, I will never even consider buying one! By the way, I&#39;m a die-hard Ford owner.",2023-08-07T16:32:04Z,YouTube,"price, battery",0
Ford F-150 Lightning,EV&#39;s suck!!,2023-08-05T14:15:50Z,YouTube,none,0
Ford F-150 Lightning,So many of these EV trucks look absolutely ridiculous.  Seems like this is the only one where they haven&#39;t gone mad on the design with fins and cheap looking nonsense.  A truck needs to have that boxy look IMO not just for practicality but it just looks better.,2023-08-02T20:30:30Z,YouTube,design,0
Ford F-150 Lightning,"Started this video at a drive thru, so I’m sure they must think I’ve just shat myself",2023-07-31T13:50:49Z,YouTube,none,0
Ford F-150 Lightning,Do they catch fire randomly  like all the other EVs  ?,2023-07-31T11:10:18Z,YouTube,none,0
Ford F-150 Lightning,"It&#39;s not a full-sized truck.  It has a jr. sized bed.  The front grill looks like a cheap piece of plastic.  The range is just not up to the task.  Oh, and it&#39;s super pricey.  Who is this for?",2023-07-30T07:20:31Z,YouTube,"design, range",0
Ford F-150 Lightning,"Ford, 2020: &quot;The Pro model Lightning will start at $40,000!&quot;<br><br>Ford, 2023: &quot;Your Lightning Pro has been built and will be delivered to you soon! That will be $60,000.&quot;<br><br>😂😂",2023-07-29T06:17:48Z,YouTube,none,0
Ford F-150 Lightning,A Gay changer,2023-07-27T22:38:22Z,YouTube,none,0
Ford F-150 Lightning,"I remember around 2008-2012 or so when everyone was looking at the rise of smartphones and tablets and predicting that the desktop computer was dying. It didn&#39;t happen. Sure desktops account for a much smaller % of all computing tasks today, but they aren&#39;t dead. There&#39;s no way to do heavy computing tasks (editing photo/video, gaming, coding, etc) on an iPad, as much as Apple wants you to believe otherwise. <br><br>EVs are in a similar position now. Everyone is predicting that soon they will be everywhere and there will be no place for ICE vehicles anymore. But I think that actual working vehicles that really do need to haul thousands of pounds will be ICE for a long time. Even as 90% of all cars on the road become EVs there will still be a need for towing a very long distance, and that&#39;s where ICE cars will shine. The Lightning is the equivalent of the iPad Pro. More capable than the average iPad or iPhone (or a non-truck EV, if you will) but not capable of going tow to tow (lol) with a real F150/desktop computer.",2023-07-27T14:20:02Z,YouTube,performance,0
Ford F-150 Lightning,To bad it can to anything for more than 8 miles. (6 if you run the A/C),2023-07-25T14:00:42Z,YouTube,range,0
Ford F-150 Lightning,Ford is out to lunch with their pricing,2023-07-25T03:30:20Z,YouTube,none,0
Ford F-150 Lightning,"Just picked up mine today and couldn’t be happier! We aren’t towing anything, rather using it for furniture and mattress deliveries. Saves us a ton of money and also makes for a great family car.",2023-07-21T08:28:08Z,YouTube,performance,39
Ford F-150 Lightning,Polish that turd all day.,2023-07-11T00:26:46Z,YouTube,none,0
Ford F-150 Lightning,"Website says $60,000 but all local dealerships charging $100,000…. Yeah, no.",2023-06-30T01:29:22Z,YouTube,battery,0
Ford F-150 Lightning,“Cyber truck only exist in your dreams” ufff…,2023-06-16T16:48:52Z,YouTube,none,0
Ford F-150 Lightning,You cant haul with this truck whats the point of owning a pickup truck.🤣😂🤣,2023-06-16T01:59:40Z,YouTube,none,0
Ford F-150 Lightning,How’s just filling the bed with maximum weight affect range?,2023-05-13T07:41:15Z,YouTube,range,0
Ford F-150 Lightning,Pro trim or XLT are what I&#39;d buy if they were available and no crazy mark-ups,2023-05-10T05:56:38Z,YouTube,none,0
Ford F-150 Lightning,All of these new demands for electric vehicles by 2030 and so on is bull crap. It should be optional. The prices are outrageous and the demand for electricity on our power grids will be unknown. Next they’ll insist that every household has to have solar panels installed to offset the demands. Plenty of scientists have said that the earth goes through these cycles of temperature changes every so often and that our emissions aren’t really hurting anything. Total bull crap I say.,2023-05-02T23:22:00Z,YouTube,none,0
Ford F-150 Lightning,"Might be comming from a place of ignorance here, but you&#39;re towing a trailer right? Can&#39;t you build a trailer with an integral auxiliary battery,  or a generator? Ive literally seen trailers fitted with gen sets.",2023-04-26T08:42:26Z,YouTube,"performance, battery, build_quality",0
Ford F-150 Lightning,Makes me wonder when we’ll start seeing trailers with built in battery packs. Oops… well I suppose that’s another free idea. Someone get right on that.,2023-04-14T16:45:53Z,YouTube,battery,0
Ford F-150 Lightning,Nice try but No thanks. Powerstroke is where it’s at,2023-03-28T18:55:43Z,YouTube,none,0
Ford F-150 Lightning,Ford put a Massive Launch Forward in the E-Truck Market,2023-03-26T06:29:31Z,YouTube,none,0
Ford F-150 Lightning,I died when I saw the ice cubes XD,2023-03-17T02:43:46Z,YouTube,none,0
Ford F-150 Lightning,A truck that is meant to tow and does give you range is not a truck.,2023-03-13T00:07:19Z,YouTube,range,1
Ford F-150 Lightning,"Don’t bother with this truck. Electric trucks need to be 1200 km to a charge. So you can take half in the winter. Or half when towing. I own one and have had it since July 2022 with 10000 km. I regret it l, it’s a glorified suv that doesn’t do truck stuff",2023-03-07T01:03:30Z,YouTube,performance,0
Ford F-150 Lightning,Besides towing how does it do in the snow,2023-03-03T17:05:29Z,YouTube,performance,0
Ford F-150 Lightning,Ford should add something like the i3 and use a small gas generator.,2023-03-03T08:41:35Z,YouTube,none,0
Ford F-150 Lightning,That intro was hilarious 😂,2023-03-02T23:49:54Z,YouTube,none,1
Ford F-150 Lightning,These guys have the best mix of funny casual and technical),2023-03-02T20:41:15Z,YouTube,none,0
Ford F-150 Lightning,A truck that can&#39;t do truck stuff. Nobody is buying these. Sales have been dismal. It&#39;s stunning how many used ones you can find for sale already. Ford is going to eat it on this one.,2023-02-19T03:48:33Z,YouTube,none,0
Ford F-150 Lightning,About time to turn in our 2011 Raptor for this,2023-02-13T08:02:37Z,YouTube,none,0
Ford F-150 Lightning,"Carry a good payload or drive it in the NE winters and you&#39;ll lost over half your range. Never mind towing something behind you. And at $100K, no thanks, not interested.",2023-02-10T16:11:31Z,YouTube,"range, performance",0
Ford F-150 Lightning,"All EV’s are basically overgrown R/C cars, this is the first reasonably sensible EV that could truly replace a real truck for someone",2023-02-05T06:25:39Z,YouTube,none,0
Ford F-150 Lightning,Love this gay review. Best gay couple with best gay truck,2023-02-04T23:30:16Z,YouTube,none,1
Ford F-150 Lightning,"Living in truck country as I do, I’m willing to bet that the percentage of trucks used for towing or work is in the single digits. They take it to the shopping mall instead.",2023-02-03T15:03:59Z,YouTube,performance,0
Ford F-150 Lightning,No game playing while driving. Such a ridiculous set up…texting is bad enough. Millennials will be gaming AND driving…clever.,2023-02-03T15:01:28Z,YouTube,none,0
Ford F-150 Lightning,"I just think when I’m towing with my ICE, I stop more frequently for gas. I’d assume with an electric towing, you’d stop more frequently to charge. Sure dropping a trailer and charging for 30 min is obnoxious, but give that system time to catch up. 🤷🏼‍♂️",2023-02-03T14:55:16Z,YouTube,"performance, battery",0
Ford F-150 Lightning,i love y&#39;all LMAO 😂,2023-02-02T14:17:36Z,YouTube,none,0
Ford F-150 Lightning,tesla would lose 10000 lb weight for the sake of electric range,2023-01-29T05:00:06Z,YouTube,range,0
Ford F-150 Lightning,I like it an EV I would buy,2023-01-28T20:36:37Z,YouTube,none,0
Ford F-150 Lightning,Spend 100k to save 15k on gas,2023-01-28T02:27:33Z,YouTube,none,0
Ford F-150 Lightning,A tremendous turd deserving of the farts.,2023-01-26T23:53:17Z,YouTube,none,0
Ford F-150 Lightning,People are buying these as family cars.,2023-01-22T14:35:46Z,YouTube,none,0
Ford F-150 Lightning,The intro 🤣😂🤣😂 👌🏻,2023-01-22T09:53:28Z,YouTube,none,0
Ford F-150 Lightning,"As an owner of a 2nd generation SVT lightning with original factory parts, I have no interest in owning a 3rd gen. It lacks style and character in my opinion.",2023-01-21T18:39:47Z,YouTube,none,0
Ford F-150 Lightning,"I am glad I found this channel, best since the three legends left Top Gear ... thank you guys",2023-01-21T16:17:34Z,YouTube,none,0
Ford F-150 Lightning,"Only big city hippies and annoying lefty celebrities will drive this giant go cart. Most people down here in south tow, haul, off road, and use it as daily driver. This is just a toy for people that can afford and don&#39;t need a truck",2023-01-19T22:41:57Z,YouTube,none,1
Ford F-150 Lightning,Hummer EV - &quot;9000 lb. idiot!&quot; 😂,2023-01-18T23:20:54Z,YouTube,none,0
Ford F-150 Lightning,"Isn&#39;t there a tax rebate on electric vehicles?<br> Between the rebate and the difference between the cost of recharging compared to gas fill ups, it might be reasonable, at least in a car market that&#39;s full of unrealistic prices.",2023-01-18T13:46:14Z,YouTube,price,0
Ford F-150 Lightning,"I don&#39;t tow much, and if I do it&#39;s usually not long distances.  Or quite rare if I do. I&#39;d just have to set aside more time and charge during the trip.",2023-01-18T13:38:19Z,YouTube,none,0
Ford F-150 Lightning,That is one of the ugliest trucks I&#39;ve ever seen,2023-01-18T02:50:41Z,YouTube,none,1
Ford F-150 Lightning,These trucks are junk.   What a joke,2023-01-13T21:53:18Z,YouTube,none,0
Ford F-150 Lightning,Okay guys this was good info can&#39;t wait until you do the RAM-I&#39;m a mopar guy have been driving Rams since they were called Dodge and just seen the new RAM EV and it makes me want one.,2023-01-13T17:09:00Z,YouTube,none,0
Ford F-150 Lightning,Always useful to be able to transport a bag of cement from 0 - 60 in under 5 seconds...,2023-01-12T16:23:17Z,YouTube,none,1
Ford F-150 Lightning,"<a href=""https://www.youtube.com/watch?v=LWgolHrZVsY"">https://youtu.be/LWgolHrZVsY</a>",2023-01-07T13:26:33Z,YouTube,none,0
Ford F-150 Lightning,When the recession hits hard any car company that went full EV will go bankrupt....there will be no government bailout this time. Cheaper gas powered compact cars will be the new car of choice. In the future.,2023-01-02T17:03:53Z,YouTube,none,0
Ford F-150 Lightning,"<a href=""https://www.youtube.com/watch?v=HZKy6WRtGWs&amp;t=589"">9:49</a> its a guy thing",2022-12-26T07:20:07Z,YouTube,none,0
Ford F-150 Lightning,"A 90,000 dollar golf cart. No thanks..",2022-12-24T03:14:56Z,YouTube,none,0
Ford F-150 Lightning,This (truck) is a total fail on ford&#39;s part.,2022-12-20T17:12:58Z,YouTube,none,0
Ford F-150 Lightning,What about the Endurance?    How does this pickup compare to the LMC Endurance?,2022-12-17T04:41:00Z,YouTube,none,0
Ford F-150 Lightning,You pull up to an american job site in this and you&#39;re gonna get called gay,2022-12-05T01:43:01Z,YouTube,none,0
Ford F-150 Lightning,😂 the Whoopi cushion.,2022-12-03T15:07:39Z,YouTube,none,0
Ford F-150 Lightning,That&#39;s probably part of the reason behind the delay of the Cyber Truck. Towing is a mess in EVs.,2022-12-03T00:43:29Z,YouTube,"performance, delivery",2
Ford F-150 Lightning,busy dashboard,2022-12-02T05:18:09Z,YouTube,tech,0
Ford F-150 Lightning,I am sorry guys but how can you even consider looking at this EV..It costs 150 thousand plus dollars in Canada plus taxes ...and it is a F150......No Thanks ....and you can not put a cover on the back    ...What a waste of time building this garbage,2022-12-02T02:43:33Z,YouTube,none,0
Ford F-150 Lightning,What does the service even look like? Differential fluid and...?,2022-11-30T01:41:14Z,YouTube,design,0
Ford F-150 Lightning,Imagine the issues that will stack up in 15 years.,2022-11-30T01:38:29Z,YouTube,none,0
Ford F-150 Lightning,"If Ford made an electric POWERED trailer, they’d win. It adds to range when empty, and maintains a long range when loaded.",2022-11-30T01:31:49Z,YouTube,range,0
Ford F-150 Lightning,I would like one... but I&#39;m too poor and happy for one.,2022-11-29T19:21:01Z,YouTube,none,0
Ford F-150 Lightning,Imagine being an hour away from your house and your battery is at 20%,2022-11-29T14:41:59Z,YouTube,battery,0
Ford F-150 Lightning,"This truck is very much a normal Ford, just look at those panel gaps and drl lights misalignment.",2022-11-29T12:50:01Z,YouTube,"design, build_quality",1
Ford F-150 Lightning,I don’t think this is it Ford. A Ford F150 used to cost something like 16k to 19k in 2010 and was the fastest vehicle selling in the US. It was affordable and handy. This is just a toy.,2022-11-28T19:35:17Z,YouTube,price,1
Ford F-150 Lightning,PLSSSSSSSSS auto maker put the WINDSHIELD WIPER SWITCH back to the steering column for those vehicle without column gear shifters,2022-11-28T06:36:20Z,YouTube,none,0
Ford F-150 Lightning,Gay truck.,2022-11-27T23:07:27Z,YouTube,none,0
Ford F-150 Lightning,That opening lol. “What Whoopi’s cushion one”. I love these guys.,2022-11-26T13:10:46Z,YouTube,none,0
Ford F-150 Lightning,"Makes me Laugh when people say I would<br>Never spend $100,000 on a pick up truck.  There’s a bunch of models that are $100,000 now.  That’s not far fetched anymore",2022-11-18T01:57:22Z,YouTube,none,0
Ford F-150 Lightning,I’m dying to see your review for the Silverado RST ev. DYING.  I wonder where you will stick James.  He fit perfectly in the rivian gear tunnel.  The ford mega frunk easily fits atleast 1.5 James’s.  Maybe see if James can crawl through the Silverado ev’s rear gate while doing 150kph on an off road course.   Seriously though.  I can’t wait,2022-11-18T01:56:05Z,YouTube,none,0
Ford F-150 Lightning,"The truck isn&#39;t feasible. Has no real battery distance. Towing makes the batteries even worse. You can&#39;t go nation wide unless you time and places planned out, to charge up and keep going.  This is a novelty at best.  A fun thing to rent from enterprise, and then happy to bring it back and never have to drive it again",2022-11-12T03:02:38Z,YouTube,"performance, battery",0
Ford F-150 Lightning,What color is this body?,2022-10-31T03:10:17Z,YouTube,none,0
Ford F-150 Lightning,Nobody talks about bush &amp; bearing issues with EV power.,2022-10-30T16:32:51Z,YouTube,none,0
Ford F-150 Lightning,"$100k.... yeah, gonna have to pass and stick with the Taco. I was excited to see a new Lightning, too.",2022-10-27T19:16:39Z,YouTube,none,0
Ford F-150 Lightning,Global warming is a myth and i have no desire to own an electric f150. Lol,2022-10-26T23:52:23Z,YouTube,none,0
Ford F-150 Lightning,Annoying commercials makes YouTube so boring,2022-10-22T22:11:58Z,YouTube,none,1
Ford F-150 Lightning,Electric vehicles are sold to morons they are insanely expensive and do nothing to help the environment the mining for the material to make the batteries actually damage the environment but America is full of morons so it should sell well,2022-10-10T05:30:45Z,YouTube,price,0
Ford F-150 Lightning,"😂 Love the facial expression  when rolling down the window. As usual, great review. 👍",2022-10-08T15:54:16Z,YouTube,none,1
Ford F-150 Lightning,"Range , price , and charging times are too impractical. I wonder how many of those 0-60 run times you can do on one charge ???? Maybe 3 without having to spend an hour charging. I’ll stick with my 2018 F150. It can hail massive loads all day long and is pretty quick as well. And it doesn’t cost half as much",2022-10-07T22:12:55Z,YouTube,"range, price, battery",0
Ford F-150 Lightning,Planing on buying one but I’m going to wait 2 years to see if there’s any issue with the truck 👌🏾,2022-10-07T00:31:39Z,YouTube,none,0
Ford F-150 Lightning,I&#39;m a Ford (truck) guy but I&#39;ll be honest I think the Silverado is the better option.,2022-10-06T06:45:50Z,YouTube,none,0
Ford F-150 Lightning,It&#39;s ugly and it&#39;s a ford,2022-10-06T06:01:01Z,YouTube,none,0
Ford F-150 Lightning,They should make a truck that has 2 motors or something and has a back up motor that stays fully charged and only kicks on in tow mode to extend the range!,2022-10-03T15:43:12Z,YouTube,range,0
Ford F-150 Lightning,Can you imagine if you had a trailer and you wanted to travel to New York and back and you only had a two week vacation I don’t think you can make it one way,2022-10-02T21:43:25Z,YouTube,none,0
Ford F-150 Lightning,Don’t let them fool ya 700 hp oh it’s fast all right hook a 6000 pound trailer to it you maybe will get 100 miles don’t fall for it,2022-10-02T21:42:50Z,YouTube,range,0
Ford F-150 Lightning,Water pile if you plan on towing something I hope you don’t have anything bigger than a red rider wagon,2022-10-02T21:41:58Z,YouTube,performance,0
Ford F-150 Lightning,Its useless it cant even tow 3500 lb a hundred miles lol  Not to mention its useless when their is a hurricane or storm and the power goes out.  IDK about you but I dont feel like hooking up to a charging station(if it even works) in 3ft of water lol.  Food for thought there are no teslas on the road right now in Southeast florida lol,2022-09-30T14:17:34Z,YouTube,battery,0
Ford F-150 Lightning,"Got to give batteries a chance, I think we have had a great beginning. New battery tech is near and can&#39;t to see how this all evolves. Remember the &quot;ICE&quot; didn&#39;t start off with the power and efficiency we see today, that took close to a CENTURY to evolve. I do believe battery tech will evolve to the point of &quot;ZERO&quot; range anxiety, and I don&#39;t think it will take a Century for it to happen.",2022-09-25T05:40:07Z,YouTube,"range, battery, tech",0
Ford F-150 Lightning,"The 39k version, maybe.  100k, hard pass.",2022-09-24T21:57:50Z,YouTube,none,0
Ford F-150 Lightning,When can you order one in Europe?,2022-09-24T11:08:48Z,YouTube,none,0
Ford F-150 Lightning,very cool,2022-09-22T02:58:16Z,YouTube,none,0
Ford F-150 Lightning,A fake grille? Really?,2022-09-22T01:35:56Z,YouTube,none,0
Ford F-150 Lightning,"People shit all over EV trucks because they&#39;re afraid of charge issues, and I personally hate the touchscreen crap. But really, an EV truck is an ideal platform for most except long-haul towers. Massive torque, low center of gravity, exceptional 4wd, huge utility with a bed AND a big front trunk.",2022-09-22T01:31:21Z,YouTube,none,0
Ford F-150 Lightning,What if they made a special trailer with its own battery’s and motors that help the truck tow,2022-09-21T18:19:27Z,YouTube,battery,0
Ford F-150 Lightning,What was the name of this color?,2022-09-18T23:30:07Z,YouTube,none,0
Ford F-150 Lightning,So the main reason why people would buy a truck for this truck can barely do 😂,2022-09-16T17:42:09Z,YouTube,none,1
Ford F-150 Lightning,Payload still sucks!! Useless! Yea sure Brandon is giving us a rebate but we know dealership will add that to their invoice so you think your getting a deal. Go ahead buy it suckers.,2022-09-16T16:24:20Z,YouTube,none,0
Ford F-150 Lightning,James benches 675 raw. Non-negotiable.,2022-09-14T21:22:56Z,YouTube,none,0
Ford F-150 Lightning,"these ev trucks are just family trucks for people who goes out on weekends with the kids for a BBQ, not construction work trucks at all",2022-09-14T03:16:59Z,YouTube,none,0
Ford F-150 Lightning,The grill area looks like crap!! Very cheesy looking!,2022-09-11T08:50:42Z,YouTube,design,0
Ford F-150 Lightning,So basically just don’t tow anything!!,2022-09-11T08:47:49Z,YouTube,none,0
Ford F-150 Lightning,Towing with the lightning isn&#39;t any different than Towing with an ICE vehicle. I  get 10 mpg with my 2014 F150 &amp; approx 5 mpg when towing my loaded trailer.,2022-09-10T18:56:44Z,YouTube,performance,0
Ford F-150 Lightning,"These aren&#39;t practical at all as an EV... Still, they&#39;re great for guys with little peckers who use them to run errands for their wives.",2022-09-10T06:50:33Z,YouTube,none,0
Ford F-150 Lightning,Blind spot in a Ram? Bullshit buddy go back to retrain yourself how to drive Cmon it’s a dam pick up not a tractor trailer buttercup,2022-09-10T00:47:34Z,YouTube,none,0
Ford F-150 Lightning,That skit was great,2022-09-09T21:16:56Z,YouTube,none,0
Ford F-150 Lightning,The majority of fullsize pickup truck owners never tow 1 thing majority of us just use them as a daily driver and we occasionally buy an appliance off of Craigslist and we pick it up and bring it home or we go grocery shopping and throw our bags in the back bed. Do a real world test of driving to work daily and doing weekend errands with your wife and you will find this is where a EV pickups outshine anything,2022-09-09T18:48:24Z,YouTube,none,0
Ford F-150 Lightning,"game changer lmao until the power grid becomes stressed to the point that you cant charge your ev, working so well for commie forniia no thanks i like my freedoms and will stick to gasoline cars to the end",2022-09-09T17:43:04Z,YouTube,none,1
Ford F-150 Lightning,Those ice cubes though 😂,2022-09-09T15:39:21Z,YouTube,none,0
Ford F-150 Lightning,"One thing that I have not heard discussed in any of the F-150 reviews is how many miles are these trucks expected to go before serious maintenance issues (battery, controllers. computers).  Probably, no one really knows for sure.",2022-09-08T02:07:14Z,YouTube,battery,0
Ford F-150 Lightning,Have you driven a raptor,2022-09-07T19:00:38Z,YouTube,none,0
Ford F-150 Lightning,Sorry I will never convert to EV. It’s not the same as driving in a gas power truck because they don’t really have much power and range. I will stay driving my gas powered ram until I have to ride horseback. And I’m serious too.,2022-09-06T02:03:12Z,YouTube,range,0
Ford F-150 Lightning,I love the sound of the roar of the engine. What is wrong with these pompous sensitive ass people these days.,2022-09-06T01:59:41Z,YouTube,none,0
Ford F-150 Lightning,I’m surprised these assholes aren’t wearing iPhone watches. It seems to me that people that love iPhones love these electric cars too. Lol😂,2022-09-06T01:58:12Z,YouTube,none,0
Ford F-150 Lightning,Will the truck guys hang truck nuts on this one?,2022-09-05T21:50:11Z,YouTube,none,0
Ford F-150 Lightning,F EV.  $93k at a dealer near me for. Lightning ..F all libs trying to push the bs agenda to telling Americans to just buy EV and not worry about gas.  Ya’ll followers who think this shit is good drank the kool-aid long ago,2022-09-05T21:32:53Z,YouTube,none,2
Ford F-150 Lightning,Ice cubes 😂,2022-09-05T17:27:10Z,YouTube,none,0
Ford F-150 Lightning,"This is a truck for all the hillbillies , trumpistas and all the typical gun owning gas truck owners who typically smoke all the cyclists in the road .",2022-09-04T22:48:21Z,YouTube,none,0
Ford F-150 Lightning,Is it fully electric?,2022-09-04T16:21:29Z,YouTube,none,0
Ford F-150 Lightning,We want fuel! We want freedom!,2022-09-03T02:38:39Z,YouTube,none,0
Ford F-150 Lightning,"Well done, Ford, you build the first, but, I&#39;m shure, not the last of EV-Trucks. We&#39;&#39;ll buy one 2037 in Thailand. Ford? Toyota? Nissan? Or?",2022-09-02T19:45:54Z,YouTube,build_quality,0
Ford F-150 Lightning,All of so called EV trucks are a huge let down. I see no reason for their their existence. All are priced out of reach for the every day person. So what it the point. The wealthier have a new toy. If that is the point then congratulations.,2022-09-02T13:07:19Z,YouTube,none,0
Ford F-150 Lightning,and so is the Left Front Light. [a Question mark ?],2022-09-01T18:09:24Z,YouTube,none,0
Ford F-150 Lightning,Taillight is a question mark?,2022-09-01T18:03:21Z,YouTube,none,0
Ford F-150 Lightning,"This truck is meant to be a practical truck for a normal person, not a toy for a millionaire.<br><br>BTW, the charge panel on the right side is for cars with right hand drive (UK, Australia, New Zealand, Japan, etc.)",2022-09-01T16:53:30Z,YouTube,none,0
Ford F-150 Lightning,😂😂,2025-03-23T15:49:34Z,YouTube,none,0
Ford F-150 Lightning,&quot;you might be better off with the hummer&quot; 😂,2025-03-06T03:47:37Z,YouTube,none,0
Ford F-150 Lightning,"Matt, I&#39;m bringing one of these home with me when I return from the USA at the end of the year. How hard (and expensive) was it to get this car road legal for the UK? Thanks",2025-02-28T13:12:16Z,YouTube,price,0
Ford F-150 Lightning,"we drive this  at work. it is a Monster, hyper quick! very luxurious.I am not into electric cars but is super fun to drive it.",2025-01-17T20:47:26Z,YouTube,none,0
Ford F-150 Lightning,Who got recomended this after the new years attack,2025-01-03T01:44:41Z,YouTube,none,0
Ford F-150 Lightning,"Utter woke nonsense! A truck is meant to be a truck, not a refrigerator.",2024-12-02T13:50:36Z,YouTube,none,0
Ford F-150 Lightning,Can I get one that uses fuel,2024-11-21T15:22:49Z,YouTube,none,0
